Chip Peptide FC LFC FCEd FCP ChangePercentage totalMean totalMeanLFC totalGeoMean totalGeoMeanLFC
1 ACHD_383_395 3.0063091482649846 1.587993373770535 1.6154014657935625 300.63091482649844 200.63091482649847 3.1510736253989893 1.654248924511983 3.147592824396482 1.6542489245119831
1 AKT1_170_182 5.60810810810811 2.487514160605338 2.6790137714969338 560.810810810811 460.81081081081095 3.81965241965242 1.86158582933394 3.634069043018923 1.8615858293339398
1 AKT1_309_321_C310S 2.0522928399034592 1.0372366025499868 1.2278794412022083 205.22928399034592 105.2292839903459 2.117086545016457 1.0812783478837422 2.115910123200812 1.0812783478837418
1 AKT1_320_332 9.016620498614955 3.1725868011658265 2.1461928446170266 901.6620498614955 801.6620498614955 7.714807925767827 2.936071234984929 7.653243144456878 2.936071234984929
1 ANXA1_14_26 9.575606513791955 3.259363869463477 1.5593411914079656 957.5606513791955 857.5606513791955 9.31717500058754 3.2184225474858197 9.30768603901157 3.21842254748582
1 ANXA2_17_29 34.7116564417178 5.117348307165176 4.15728282153014 3471.16564417178 3371.16564417178 22.217736680811154 4.357691559750395 20.50198310696679 4.357691559750395
1 ARAF_297_307 7.113793103448273 2.83061901587155 1.8199966207308003 711.3793103448273 611.3793103448274 7.265880385314536 2.8453054172084813 7.186580214442 2.845305417208481
1 BTLA_252_262 12.368674698795182 3.628619018976283 1.9142292730351835 1236.8674698795182 1136.8674698795182 12.416480900005551 3.632998802066579 12.406281000064661 3.632998802066579
1 C1R_199_211 1.7810945273631837 0.8327640860853278 1.2373836471990933 178.10945273631836 78.10945273631837 1.2873877773412343 0.3157920321625592 1.244694796806375 0.315792032162559
1 CALM_95_107 6.4206896551724135 2.682728267543859 1.8833623417874883 642.0689655172414 542.0689655172414 5.032226770204619 2.2966610461601844 4.913193456432556 2.2966610461601844
1 CBL_693_705 5.969917958067457 2.5777111053087545 1.5896726390443319 596.9917958067457 496.9917958067458 7.161150846188774 2.828705639073698 7.104364676633897 2.8287056390736987
1 CD28_185_197 4.051428571428571 2.0184307054071877 1.6101197849784126 405.14285714285705 305.14285714285705 3.8528247389456207 1.8899322890242851 3.706178298923171 1.8899322890242853
1 CD28_203_215 3.996780424983902 1.998838316193865 1.410192992157813 399.6780424983902 299.6780424983902 3.5511271099450386 1.8226082293828225 3.537201067324136 1.822608229382822
1 CD3E_182_194 13.799067097237172 3.7864988300296503 1.662371720165759 1379.9067097237173 1279.9067097237173 14.018888432803012 3.8042804373621384 13.970196782080208 3.804280437362139
1 CD3E_193_205 8.497333333333334 3.087010160028901 1.807520377041742 849.7333333333333 749.7333333333335 7.170064649514078 2.827695186636997 7.099390576733153 2.8276951866369964
1 CD3Z_105_117 21.839884601514605 4.4488933281935505 1.7792346537583539 2183.9884601514605 2083.9884601514605 25.274583832846897 4.652490154690779 25.150063799621794 4.652490154690778
1 CD3Z_117_129 61.15357142857144 5.934364850906271 3.4712490083214798 6115.357142857144 6015.357142857144 60.20203222703223 5.901098413313235 59.75959283082672 5.901098413313236
1 CD3Z_135_147 11.863146551724135 3.5684148124011488 1.8640102917022918 1186.3146551724135 1086.3146551724137 12.021050891071777 3.580053689752116 11.959239042686827 3.5800536897521154
1 CD3Z_77_89 8.434679334916867 3.076333221954576 1.771057991075253 843.4679334916867 743.4679334916866 7.848988817588948 2.967113029069016 7.8196987476899125 2.967113029069016
1 CD70_9_21_C17S 3.9507119386637455 1.9821126578033486 1.4826709452973714 395.07119386637453 295.07119386637453 3.3441468187240266 1.729953158821054 3.3171704801783854 1.7299531588210542
1 CDK1_9_21 14.772437599575142 3.8848359997074935 1.6315885483117856 1477.2437599575142 1377.2437599575142 14.508843596462961 3.852602888443348 14.446047243018173 3.8526028884433483
1 CDK2_8_20 15.081085581085581 3.9146683766821893 1.573639282883626 1508.108558108558 1408.108558108558 14.474659785933639 3.852604544844343 14.44606382896329 3.852604544844344
1 CDK4_11_23 16.41079460269865 4.036573190022903 1.8674045204469267 1641.0794602698652 1541.0794602698652 18.677903990733732 4.217697263429845 18.606015950101312 4.217697263429845
1 CTNB1_79_91 16.68934911242604 4.06085578532268 2.1056088035652807 1668.934911242604 1568.934911242604 15.145578867929883 3.9136297006052665 15.070231779765805 3.9136297006052665
1 DCX_67_79 8.39080459770115 3.068809157918651 1.9299462433561272 839.080459770115 739.0804597701149 7.80785618483144 2.962959440336723 7.797217834501538 2.962959440336724
1 DYR1A_312_324 5.867601246105919 2.55277083082509 1.709396810659016 586.7601246105919 486.7601246105919 5.3398932341247844 2.4094302358118296 5.3126447169058855 2.4094302358118296
1 EGFR_1165_1177 1.8060453400503782 0.8528341115589475 1.1631592976085336 180.6045340050378 80.6045340050378 1.5965259895911603 0.6453900617767374 1.564162131953136 0.6453900617767372
1 EGFR_1190_1202 2.5039133052378086 1.3241846116839806 1.266440043940845 250.39133052378085 150.39133052378088 2.072828887220422 1.0363782621304825 2.05107217862451 1.0363782621304825
